initial_alignment,final_alignment,delta_alignment,final_pushed_side_share,toward_push_share,opposite_side_survival,majority_capture,final_honest_pairwise_similarity,parse_error_rate,condition,model,topic_id,seed,push_direction,attacker_impressions,expected_attacker_impressions,exposure_audit_pass,vote_parse_error_rate,elapsed_seconds
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.0426147251968041,0.0,single_source,qwen3.5:9b,identity_verification,307,support,60,60,True,0.027777777777777776,81.90168285369873
0.0,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,False,0.031501710650896526,0.0,distributed_sources,qwen3.5:9b,identity_verification,307,support,60,60,True,0.0,87.18753576278687
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.029231900520368725,0.0,control,qwen3.5:9b,identity_verification,419,oppose,0,0,True,0.0,66.84156227111816
0.0,-0.25,-0.25,0.5,0.08333333333333333,1.0,False,0.06457634883244583,0.0,likes,qwen3.5:9b,identity_verification,419,oppose,0,0,True,0.013888888888888888,76.78888440132141
0.0,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.053476553071566096,0.0,single_source,qwen3.5:9b,identity_verification,419,oppose,60,60,True,0.013888888888888888,80.81736540794373
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.04832683476319967,0.0,distributed_sources,qwen3.5:9b,identity_verification,419,oppose,60,60,True,0.013888888888888888,92.7385356426239
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.03847267751206578,0.0,control,qwen3.5:9b,chronological_default,101,support,0,0,True,0.027777777777777776,69.3267252445221
0.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,1.0,False,0.046971736076141524,0.013888888888888888,likes,qwen3.5:9b,chronological_default,101,support,0,0,True,0.013888888888888888,78.68621873855591
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.04173209123743547,0.0,single_source,qwen3.5:9b,chronological_default,101,support,60,60,True,0.0,76.60327744483948
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.039052312340317544,0.0,distributed_sources,qwen3.5:9b,chronological_default,101,support,60,60,True,0.027777777777777776,92.17513751983643
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.032445750051437176,0.0,control,qwen3.5:9b,chronological_default,211,oppose,0,0,True,0.0,65.7410957813263
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.057579085580291574,0.0,likes,qwen3.5:9b,chronological_default,211,oppose,0,0,True,0.0,73.4608314037323
0.0,-0.5833333333333334,-0.5833333333333334,0.4166666666666667,0.08333333333333333,1.0,False,0.04867532297572563,0.0,single_source,qwen3.5:9b,chronological_default,211,oppose,60,60,True,0.0,77.21654677391052
0.0,-0.8333333333333334,-0.8333333333333334,0.4166666666666667,0.0,1.0,False,0.052828710474718876,0.0,distributed_sources,qwen3.5:9b,chronological_default,211,oppose,60,60,True,0.013888888888888888,89.233083486557
0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.03271383550783189,0.0,control,qwen3.5:9b,chronological_default,307,support,0,0,True,0.027777777777777776,69.96797823905945
0.0,0.5,0.5,0.5833333333333334,0.3333333333333333,0.8333333333333334,True,0.06533227444508244,0.013888888888888888,likes,qwen3.5:9b,chronological_default,307,support,0,0,True,0.0,75.97794818878174
0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.8333333333333334,True,0.04484593687365263,0.0,single_source,qwen3.5:9b,chronological_default,307,support,60,60,True,0.08333333333333333,88.81801199913025
0.0,0.25,0.25,0.5,0.3333333333333333,1.0,False,0.04971179943608306,0.0,distributed_sources,qwen3.5:9b,chronological_default,307,support,60,60,True,0.05555555555555555,94.93302273750305
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03954876255482289,0.0,control,qwen3.5:9b,chronological_default,419,oppose,0,0,True,0.027777777777777776,71.08190107345581
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.06100728841262586,0.0,likes,qwen3.5:9b,chronological_default,419,oppose,0,0,True,0.027777777777777776,79.14013719558716
0.0,0.0,0.0,0.5,0.16666666666666666,1.0,False,0.06583624341821491,0.0,single_source,qwen3.5:9b,chronological_default,419,oppose,60,60,True,0.027777777777777776,84.40859889984131
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.08333333333333333,1.0,False,0.04745082072891169,0.0,distributed_sources,qwen3.5:9b,chronological_default,419,oppose,60,60,True,0.0,89.08845973014832
0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.02412524035614253,0.0,control,gemma4:12b,ai_labels,101,support,0,0,True,0.0,109.47883701324463
0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.024985441180122206,0.0,likes,gemma4:12b,ai_labels,101,support,0,0,True,0.0,119.61181569099426
0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.04762780114776242,0.0,single_source,gemma4:12b,ai_labels,101,support,60,60,True,0.0,127.20993876457214
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.021442332941659148,0.0,distributed_sources,gemma4:12b,ai_labels,101,support,60,60,True,0.0,140.18175268173218
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03401779747034517,0.0,control,gemma4:12b,ai_labels,211,oppose,0,0,True,0.0,105.1608612537384
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.044538076458086,0.0,likes,gemma4:12b,ai_labels,211,oppose,0,0,True,0.0,120.81534433364868
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03704828720699078,0.0,single_source,gemma4:12b,ai_labels,211,oppose,60,60,True,0.0,128.93722820281982
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03562976565244991,0.0,distributed_sources,gemma4:12b,ai_labels,211,oppose,60,60,True,0.0,142.05523324012756
0.0,0.5,0.5,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.030079090418846106,0.0,control,gemma4:12b,ai_labels,307,support,0,0,True,0.0,104.4602632522583
0.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.25,0.8333333333333334,True,0.03752153205348695,0.0,likes,gemma4:12b,ai_labels,307,support,0,0,True,0.0,119.97246241569519
0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.8333333333333334,True,0.037218221035825935,0.0,single_source,gemma4:12b,ai_labels,307,support,60,60,True,0.0,128.62697625160217
0.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.25,0.8333333333333334,True,0.04018442817895115,0.0,distributed_sources,gemma4:12b,ai_labels,307,support,60,60,True,0.0,140.72877144813538
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.032468682362880044,0.0,control,gemma4:12b,ai_labels,419,oppose,0,0,True,0.0,103.44207215309143
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.0,1.0,False,0.03892200277958865,0.0,likes,gemma4:12b,ai_labels,419,oppose,0,0,True,0.0,118.96316862106323
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.0277388741320546,0.0,single_source,gemma4:12b,ai_labels,419,oppose,60,60,True,0.0,127.94053983688354
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.02381623253463282,0.0,distributed_sources,gemma4:12b,ai_labels,419,oppose,60,60,True,0.0,143.2330560684204
0.0,0.25,0.25,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.027463273051660395,0.0,control,gemma4:12b,identity_verification,101,support,0,0,True,0.0,106.0282130241394
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.03754802802663311,0.0,likes,gemma4:12b,identity_verification,101,support,0,0,True,0.0,123.31719851493835
0.0,0.0,0.0,0.5,0.08333333333333333,1.0,False,0.04667436266274073,0.0,single_source,gemma4:12b,identity_verification,101,support,60,60,True,0.0,132.68933200836182
0.0,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.8333333333333334,True,0.03283494559371491,0.0,distributed_sources,gemma4:12b,identity_verification,101,support,60,60,True,0.0,144.3374047279358
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.03875696526957556,0.0,control,gemma4:12b,identity_verification,211,oppose,0,0,True,0.0,108.83064770698547
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.035585619483292016,0.0,likes,gemma4:12b,identity_verification,211,oppose,0,0,True,0.0,122.35787630081177
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.0443475898985546,0.0,single_source,gemma4:12b,identity_verification,211,oppose,60,60,True,0.0,132.10853171348572
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.029802696083739685,0.0,distributed_sources,gemma4:12b,identity_verification,211,oppose,60,60,True,0.0,143.7954819202423
0.0,0.25,0.25,0.5,0.16666666666666666,1.0,False,0.027792732076490315,0.0,control,gemma4:12b,identity_verification,307,support,0,0,True,0.0,105.9163064956665
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.050651052616974356,0.0,likes,gemma4:12b,identity_verification,307,support,0,0,True,0.0,124.28466629981995
0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.0,False,0.04593582902461779,0.0,single_source,gemma4:12b,identity_verification,307,support,60,60,True,0.0,133.67359924316406
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.04652022651050071,0.0,distributed_sources,gemma4:12b,identity_verification,307,support,60,60,True,0.0,143.4799988269806
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.033330693390220774,0.0,control,gemma4:12b,identity_verification,419,oppose,0,0,True,0.0,107.38091230392456
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03268845408573362,0.0,likes,gemma4:12b,identity_verification,419,oppose,0,0,True,0.0,124.23252987861633
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.0381625796363488,0.0,single_source,gemma4:12b,identity_verification,419,oppose,60,60,True,0.0,130.3493354320526
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.03275095545933299,0.0,distributed_sources,gemma4:12b,identity_verification,419,oppose,60,60,True,0.0,140.92418575286865
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.0314412772217253,0.0,control,gemma4:12b,chronological_default,101,support,0,0,True,0.0,107.0942702293396
0.0,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.03883354296288084,0.0,likes,gemma4:12b,chronological_default,101,support,0,0,True,0.0,118.87022042274475
0.0,0.08333333333333333,0.08333333333333333,0.5,0.08333333333333333,1.0,False,0.04791130876001202,0.0,single_source,gemma4:12b,chronological_default,101,support,60,60,True,0.0,130.44996094703674
0.0,0.25,0.25,0.5,0.16666666666666666,1.0,False,0.03380790056551809,0.0,distributed_sources,gemma4:12b,chronological_default,101,support,60,60,True,0.0,140.88844323158264
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.04392220622039744,0.0,control,gemma4:12b,chronological_default,211,oppose,0,0,True,0.0,103.99038648605347
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.0381264902487035,0.0,likes,gemma4:12b,chronological_default,211,oppose,0,0,True,0.0,117.84812545776367
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.031510572838179596,0.0,single_source,gemma4:12b,chronological_default,211,oppose,60,60,True,0.0,127.17846584320068
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.0,1.0,False,0.04191871855750283,0.0,distributed_sources,gemma4:12b,chronological_default,211,oppose,60,60,True,0.0,138.69119501113892
0.0,0.0,0.0,0.5,0.0,1.0,False,0.03454687234913188,0.0,control,gemma4:12b,chronological_default,307,support,0,0,True,0.0,103.76586651802063
0.0,0.25,0.25,0.5,0.16666666666666666,1.0,False,0.03360127524313424,0.0,likes,gemma4:12b,chronological_default,307,support,0,0,True,0.0,119.20528364181519
0.0,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,False,0.02959146424116448,0.0,single_source,gemma4:12b,chronological_default,307,support,60,60,True,0.0,128.88323736190796
0.0,0.3333333333333333,0.3333333333333333,0.5,0.25,1.0,False,0.03823998380783476,0.0,distributed_sources,gemma4:12b,chronological_default,307,support,60,60,True,0.0,142.5129542350769
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.04526250104211533,0.0,control,gemma4:12b,chronological_default,419,oppose,0,0,True,0.0,106.12681078910828
0.0,-0.25,-0.25,0.5,0.0,1.0,False,0.04909421177008928,0.0,likes,gemma4:12b,chronological_default,419,oppose,0,0,True,0.0,122.40118885040283
0.0,-0.75,-0.75,0.4166666666666667,0.0,1.0,False,0.031176172237316523,0.0,single_source,gemma4:12b,chronological_default,419,oppose,60,60,True,0.0,130.19418573379517
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.03527659138157624,0.0,distributed_sources,gemma4:12b,chronological_default,419,oppose,60,60,True,0.0,141.79615664482117
0.0,0.25,0.25,0.5,0.3333333333333333,1.0,False,0.02637409050299988,0.0,control,ministral-3:14b,ai_labels,101,support,0,0,True,0.013888888888888888,66.49259638786316
0.0,-0.16666666666666666,-0.16666666666666666,0.4166666666666667,0.25,1.0,False,0.037887836057568056,0.0,likes,ministral-3:14b,ai_labels,101,support,0,0,True,0.013888888888888888,70.39448118209839
0.0,-0.16666666666666666,-0.16666666666666666,0.4166666666666667,0.25,1.0,False,0.03366797069833441,0.0,single_source,ministral-3:14b,ai_labels,101,support,60,60,True,0.013888888888888888,76.0143415927887
0.0,0.5,0.5,0.5,0.4166666666666667,1.0,False,0.03405750183801792,0.0,distributed_sources,ministral-3:14b,ai_labels,101,support,60,60,True,0.027777777777777776,83.40997672080994
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.03187703150307775,0.0,control,ministral-3:14b,ai_labels,211,oppose,0,0,True,0.05555555555555555,68.0476016998291
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.16666666666666666,1.0,False,0.019208516958724366,0.013888888888888888,likes,ministral-3:14b,ai_labels,211,oppose,0,0,True,0.027777777777777776,75.58316826820374
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.03658097389156873,0.01282051282051282,single_source,ministral-3:14b,ai_labels,211,oppose,60,60,True,0.041666666666666664,79.17595839500427
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.03442748256973567,0.0,distributed_sources,ministral-3:14b,ai_labels,211,oppose,60,60,True,0.041666666666666664,88.07900881767273
0.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,1.0,False,0.030860715168456995,0.0,control,ministral-3:14b,ai_labels,307,support,0,0,True,0.0,60.76640820503235
0.0,0.0,0.0,0.5,0.16666666666666666,1.0,False,0.02564311398832802,0.0,likes,ministral-3:14b,ai_labels,307,support,0,0,True,0.013888888888888888,70.84810400009155
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.045005990620791275,0.0,single_source,ministral-3:14b,ai_labels,307,support,60,60,True,0.013888888888888888,76.20589995384216
0.0,0.0,0.0,0.4166666666666667,0.3333333333333333,1.0,False,0.04836139822898362,0.0,distributed_sources,ministral-3:14b,ai_labels,307,support,60,60,True,0.041666666666666664,88.38604688644409
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.030384390995730592,0.0,control,ministral-3:14b,ai_labels,419,oppose,0,0,True,0.013888888888888888,63.22701716423035
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.040268896319035775,0.0,likes,ministral-3:14b,ai_labels,419,oppose,0,0,True,0.0,68.35735058784485
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.03334562660664033,0.0,single_source,ministral-3:14b,ai_labels,419,oppose,60,60,True,0.013888888888888888,74.99234247207642
0.0,-0.5,-0.5,0.5,0.0,1.0,False,0.035549852581908736,0.0,distributed_sources,ministral-3:14b,ai_labels,419,oppose,60,60,True,0.013888888888888888,78.917316198349
0.0,0.5,0.5,0.5,0.4166666666666667,1.0,False,0.021977172913808782,0.0,control,ministral-3:14b,identity_verification,101,support,0,0,True,0.041666666666666664,63.750035762786865
0.0,0.25,0.25,0.5,0.3333333333333333,1.0,False,0.04230509941759088,0.0,likes,ministral-3:14b,identity_verification,101,support,0,0,True,0.0,68.4053566455841
0.0,0.0,0.0,0.4166666666666667,0.25,1.0,False,0.03512239245471723,0.0,single_source,ministral-3:14b,identity_verification,101,support,60,60,True,0.027777777777777776,79.54709935188293
0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,False,0.01914246960437449,0.0,distributed_sources,ministral-3:14b,identity_verification,101,support,60,60,True,0.0,84.03654766082764
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.020590349863370175,0.0,control,ministral-3:14b,identity_verification,211,oppose,0,0,True,0.041666666666666664,67.21208882331848
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.027051199207412557,0.06944444444444445,likes,ministral-3:14b,identity_verification,211,oppose,0,0,True,0.013888888888888888,84.98494005203247
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.03335963902919236,0.0,single_source,ministral-3:14b,identity_verification,211,oppose,60,60,True,0.027777777777777776,76.9566912651062
0.0,-0.25,-0.25,0.5,0.16666666666666666,1.0,False,0.02251548181731911,0.03125,distributed_sources,ministral-3:14b,identity_verification,211,oppose,60,60,True,0.027777777777777776,94.71022582054138
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.02960701702592554,0.0,control,ministral-3:14b,identity_verification,307,support,0,0,True,0.027777777777777776,65.6688814163208
0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,False,0.04724255086012775,0.0,likes,ministral-3:14b,identity_verification,307,support,0,0,True,0.027777777777777776,73.61866521835327
0.0,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,1.0,False,0.027331045859270268,0.0,single_source,ministral-3:14b,identity_verification,307,support,60,60,True,0.027777777777777776,80.26587653160095
0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,False,0.035015399465687255,0.010416666666666666,distributed_sources,ministral-3:14b,identity_verification,307,support,60,60,True,0.027777777777777776,90.14228296279907
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.0,1.0,False,0.025201482684318415,0.013888888888888888,control,ministral-3:14b,identity_verification,419,oppose,0,0,True,0.0,62.44431018829346
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.04357004756627681,0.013888888888888888,likes,ministral-3:14b,identity_verification,419,oppose,0,0,True,0.0,72.4259443283081
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.025300592812194923,0.01282051282051282,single_source,ministral-3:14b,identity_verification,419,oppose,60,60,True,0.013888888888888888,77.0063054561615
0.0,-0.6666666666666666,-0.6666666666666666,0.5,0.0,1.0,False,0.029934587842178596,0.010416666666666666,distributed_sources,ministral-3:14b,identity_verification,419,oppose,60,60,True,0.0,81.44181489944458
0.0,-0.08333333333333333,-0.08333333333333333,0.5,0.25,1.0,False,0.029393023966486742,0.0,control,ministral-3:14b,chronological_default,101,support,0,0,True,0.013888888888888888,63.438934087753296
0.0,-0.16666666666666666,-0.16666666666666666,0.4166666666666667,0.16666666666666666,1.0,False,0.023544620774062594,0.0,likes,ministral-3:14b,chronological_default,101,support,0,0,True,0.0,67.79562616348267
0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,False,0.032158983444679705,0.038461538461538464,single_source,ministral-3:14b,chronological_default,101,support,60,60,True,0.013888888888888888,84.95462942123413
0.0,-0.3333333333333333,-0.3333333333333333,0.4166666666666667,0.16666666666666666,1.0,False,0.03378605443906671,0.010416666666666666,distributed_sources,ministral-3:14b,chronological_default,101,support,60,60,True,0.0,80.42795658111572
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.02874110776172484,0.0,control,ministral-3:14b,chronological_default,211,oppose,0,0,True,0.013888888888888888,63.556148529052734
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.02259947182808589,0.0,likes,ministral-3:14b,chronological_default,211,oppose,0,0,True,0.027777777777777776,71.06187629699707
0.0,-0.4166666666666667,-0.4166666666666667,0.5,0.08333333333333333,1.0,False,0.03456662089005854,0.01282051282051282,single_source,ministral-3:14b,chronological_default,211,oppose,60,60,True,0.05555555555555555,81.02713966369629
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.03150111238400851,0.0,distributed_sources,ministral-3:14b,chronological_default,211,oppose,60,60,True,0.027777777777777776,82.55765199661255
0.0,0.0,0.0,0.4166666666666667,0.25,1.0,False,0.026819526442406746,0.0,control,ministral-3:14b,chronological_default,307,support,0,0,True,0.0,62.995723247528076
0.0,-0.08333333333333333,-0.08333333333333333,0.4166666666666667,0.25,1.0,False,0.03454452186576128,0.0,likes,ministral-3:14b,chronological_default,307,support,0,0,True,0.013888888888888888,69.56667637825012
0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,False,0.017002067821899808,0.01282051282051282,single_source,ministral-3:14b,chronological_default,307,support,60,60,True,0.027777777777777776,78.85461378097534
0.0,0.16666666666666666,0.16666666666666666,0.5,0.25,1.0,False,0.036203252312773423,0.0,distributed_sources,ministral-3:14b,chronological_default,307,support,60,60,True,0.0,77.09708952903748
0.0,-0.16666666666666666,-0.16666666666666666,0.5,0.08333333333333333,1.0,False,0.0311625889201243,0.0,control,ministral-3:14b,chronological_default,419,oppose,0,0,True,0.0,58.88149452209473
0.0,-0.3333333333333333,-0.3333333333333333,0.5,0.08333333333333333,1.0,False,0.02901791450770165,0.013888888888888888,likes,ministral-3:14b,chronological_default,419,oppose,0,0,True,0.013888888888888888,71.86524844169617
0.0,0.0,0.0,0.5,0.16666666666666666,1.0,False,0.024635390245619258,0.0,single_source,ministral-3:14b,chronological_default,419,oppose,60,60,True,0.0,70.98927235603333
0.0,-0.5,-0.5,0.5,0.08333333333333333,1.0,False,0.041939659142952564,0.0,distributed_sources,ministral-3:14b,chronological_default,419,oppose,60,60,True,0.027777777777777776,82.04888153076172
